idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
22835	99.51246385611763	-2329.8424407910998	5	5	22835	loppuut	malilla	5	7	7
22836	-inf	-inf	5	1	22836	kaikke	tuloksesta	5	6	10
22837	98.41081729119568	-2304.3594590106977	5	6	22837	valtakaudella	ilmiö	5	13	5
22838	-48.32986010452855	-2548.123054205813	5	2	22838	teknisoissa	yhdistää	5	11	8
22839	-inf	-inf	5	1	22839	tuotanen	politiikan	5	8	10
22840	-4.630856451927245	-2504.1623440476155	5	2	22840	aikoilla	saattaa	5	8	7
22841	-inf	-inf	5	1	22841	kuljettavia	saaren	5	11	6
22842	46.76965550968046	-2428.405924949961	5	3	22842	vähetellä	ratkaisi	5	9	8
22843	92.31770586753152	-2010.5114776425405	5	18	22843	natialainen	palvelemaan	5	11	11
22844	81.89741738959705	-2326.55300941498	5	6	22844	leviittänyt	kuntaa	5	11	6
22845	117.8829626906794	-2214.6002065624143	5	9	22845	ennetyksen	toimintaansa	5	10	12
22846	-inf	-inf	5	1	22846	huomalaat	kuolella	5	9	8
22847	98.9139091966668	-2309.4601758179133	5	6	22847	kansaista	kaiken	5	9	6
22848	132.44020165241787	-1629.138168749292	5	32	22848	suunnittut	katsaneet	5	10	9
22849	-inf	-inf	5	1	22849	kotinnan	tulokset	5	8	8
22850	119.06205373121551	-2189.7905818492723	5	10	22850	palveltaan	tunnettu	5	10	8
22851	-inf	-inf	5	1	22851	tarvittaessaan	maine	5	14	5
22852	67.20084771515799	-2411.009191868966	5	3	22852	vahvistuneet	pelasivat	5	12	9
22853	97.54411278596436	-2282.6393321680243	5	7	22853	kuusivuodella	valmistuksen	5	13	12
22854	43.23238513979456	-2433.989721593651	5	3	22854	puolustutti	suunnittelun	5	11	12
22855	-inf	-inf	5	1	22855	kotilasta	valitsi	5	9	7
22856	-inf	-inf	5	1	22856	kansatellansa	saata	5	13	5
22857	-inf	-inf	5	1	22857	katkalaiset	kansallisen	5	11	11
22858	-inf	-inf	5	1	22858	sallo	kansainvälisestä	5	5	16
22859	121.99497156252468	-2181.976724502937	5	10	22859	artikkilaiset	palo	5	13	4
22860	-19.330420688283137	-2516.709185704521	5	2	22860	keksinon	sairien	5	8	7
22861	97.6775933368132	-2304.0634688498126	5	6	22861	lehtimiseen	jääneksi	5	11	8
22862	-11.01883075463446	-2510.4003027089725	5	2	22862	sanoituksella	koneen	5	13	6
22863	-inf	-inf	5	1	22863	oppoista	kielen	5	8	6
22864	51.97895772158907	-2426.7058932496543	5	3	22864	matseria	tarvetta	5	8	8
22865	-inf	-inf	5	1	22865	kristityksiä	kuita	5	12	5
22866	-inf	-inf	5	1	22866	solmi	kokeen	5	5	6
22867	-inf	-inf	5	1	22867	elikameration	kuuluisuuden	5	13	12
22868	-14.743710806971167	-2506.767374127404	5	2	22868	kannoittaa	ennä	5	10	4
22869	-6.53580164629104	-2507.769870194658	5	2	22869	levynnyt	saavat	5	8	6
22870	101.62052537666465	-2306.932317467866	5	6	22870	tarkoittavaa	korkeimmat	5	12	10
22871	78.46595349824437	-2355.080779576765	5	5	22871	rantaan	kirjoitti	5	7	9
22872	91.69696131853576	-2065.6756159985057	5	16	22872	kaarten	alantoisen	5	7	10
22873	83.160953287568	-2246.076293918484	5	9	22873	sammalla	turkemaan	5	8	9
22874	-inf	-inf	5	1	22874	raamalla	hampailta	5	8	9
22875	-inf	-inf	5	1	22875	tarpina	sijaitsemaan	5	7	12
22876	73.11947792400758	-2360.488732036514	5	5	22876	palkelusta	kolmen	5	10	6
22877	-inf	-inf	5	1	22877	viestarion	omaan	5	10	5
22878	-inf	-inf	5	1	22878	halkintoja	järjestämällä	5	10	13
22879	-inf	-inf	5	1	22879	kuninkalemmin	vanne	5	13	5
22880	96.13987581753072	-1937.4303333228115	5	21	22880	kaupungeltaan	valtiotti	5	13	9
22881	139.7742683399253	-1399.3832241785778	5	41	22881	kansaallisuudessa	kansalaisten	5	17	12
22882	67.47987787136263	-2408.76520045592	5	3	22882	sijaitsevaltaan	kuulunut	5	15	8
22883	78.1201060183877	-2347.452553893497	5	5	22883	henkittäin	kelikoilta	5	10	10
22884	-inf	-inf	5	1	22884	silloittanut	aiheuttamaan	5	12	12
22885	60.85773130331002	-2402.006085713442	5	4	22885	valmistuttaa	pyrkitä	5	12	7
22886	-inf	-inf	5	1	22886	saarioissa	vaateman	5	10	8
22887	-inf	-inf	5	1	22887	vaalaisuuden	kiinnattajana	5	12	13
22888	-inf	-inf	5	1	22888	isaasta	koulun	5	7	6
22889	-inf	-inf	5	1	22889	metta	valtaluen	5	5	9
22890	-inf	-inf	5	1	22890	saatioin	perustamaan	5	8	11
22891	84.96991909206889	-2373.1991705141736	5	4	22891	lentää	nainen	5	6	6
22892	49.3319768697432	-2420.060686583602	5	3	22892	työskännen	valittiin	5	10	9
22893	63.96677587943718	-2394.003396748493	5	4	22893	valkoisin	teat	5	9	4
22894	99.09994764561932	-2109.38612426392	5	14	22894	tehtavien	kasvoi	5	9	6
22895	106.70701821724514	-2004.983172688524	5	18	22895	vastajana	saamena	5	9	7
22896	-inf	-inf	5	1	22896	kansallistamaan	ainoa	5	15	5
22897	103.22268823487843	-2155.7207062247603	5	12	22897	asuttilaa	pitkä	5	9	5
22898	73.48813167922985	-2399.1870697463987	5	3	22898	valtiokaudeksi	rauhan	5	14	6
22899	123.99537469535396	-1614.245372414594	5	33	22899	paikkalaista	alturilla	5	12	9
22900	67.70150159457049	-2360.1907489881123	5	5	22900	lintoinen	linnen	5	9	6
22901	-inf	-inf	5	1	22901	kansallistuneeksi	käyttäjien	5	17	10
22902	52.50937423062928	-2424.668531993884	5	3	22902	valittivat	espanjaan	5	10	9
22903	-inf	-inf	5	1	22903	taloitettiin	kolmen	5	12	6
22904	-inf	-inf	5	1	22904	kapen	sanomalehtijänä	5	5	15
22905	-inf	-inf	5	1	22905	keikakunnan	piirikunnan	5	11	11
22906	-inf	-inf	5	1	22906	valvoloi	vaativat	5	8	8
22907	-inf	-inf	5	1	22907	teksteiden	kunnalle	5	10	8
22908	-inf	-inf	5	1	22908	vaihtelussa	käyttänyt	5	11	9
22909	104.36809819306956	-2280.055355624625	5	7	22909	kansainvaltana	maanistun	5	14	9
22910	118.02299234087312	-2311.623843897959	5	5	22910	englannistus	valta	5	12	5
22911	3.852657658482949	-2494.06761993496	5	2	22911	kuultaaa	tarkkaisen	5	8	10
22912	-inf	-inf	5	1	22912	kautinkeakolla	maaleeta	5	14	8
22913	-49.78524608918998	-2551.094151834749	5	2	22913	kappeita	kuolivat	5	8	8
22914	32.285527060754376	-2468.5069066720894	5	2	22914	taidellaan	muutosta	5	10	8
22915	-inf	-inf	5	1	22915	tarmein	paikkaa	5	7	7
22916	64.73269579954048	-2396.373431938232	5	4	22916	kangalla	maallimuksi	5	8	11
22917	81.36635697751201	-2233.499542266962	5	10	22917	kantavalla	samerikan	5	10	9
22918	-inf	-inf	5	1	22918	peräisten	sijaitsevalla	5	9	13
22919	-inf	-inf	5	1	22919	polttoi	karsinaiset	5	7	11
22920	-inf	-inf	5	1	22920	lajeista	laajestui	5	8	9
22921	-11.725093332806464	-2510.2466363817816	5	2	22921	poikean	kielettä	5	7	8
22922	85.5665530492749	-2344.3119149884205	5	5	22922	parhaitettiin	korvana	5	13	7
22923	125.60365738421606	-1813.691939909986	5	25	22923	siirtä	annettiin	5	6	9
22924	96.08345450115807	-2241.117424659219	5	9	22924	keskittiin	sanomien	5	10	8
22925	-inf	-inf	5	1	22925	vaihetta	valtaa	5	8	6
22926	45.96793292925115	-2429.2314977905125	5	3	22926	selleisin	käyttövät	5	9	9
22927	103.52313229490731	-2204.923653646545	5	10	22927	kohdettu	osan	5	8	4
22928	59.75076841068456	-2414.2656538933256	5	3	22928	kansainvdostin	suurimmat	5	14	9
22929	80.10816492446867	-2253.3772584954954	5	9	22929	poole	tällaisesti	5	5	11
22930	83.69619631772204	-2297.5064763643413	5	7	22930	saattueehella	kovata	5	13	6
22931	50.19636992814692	-2424.8102341493814	5	3	22931	kertomusta	kertoi	5	10	6
22932	81.77291295726204	-1751.3540596682426	5	38	22932	koulukuuta	kulttuurin	5	10	10
22933	-30.96424351620731	-2439.8893465556	5	7	22933	kanssalaista	vankilassa	5	12	10
22934	121.96745433838664	-1216.4626602471249	5	56	22934	henkisön	teoria	5	8	6
22935	90.6943657536211	-2366.6548923304977	5	4	22935	kommuna	miljoomaista	5	7	12
22936	-inf	-inf	5	1	22936	pohjoismaino	syöttäjään	5	12	10
22937	-inf	-inf	5	1	22937	korottelun	tarinaan	5	10	8
22938	79.77766104879139	-2371.169807160698	5	4	22938	tapautteen	laivat	5	10	6
22939	-24.25485083730259	-2522.60552988716	5	2	22939	alamansä	koomaan	5	8	7
22940	96.22990116802076	-2261.8526523394225	5	8	22940	etenimen	aina	5	8	4
22941	51.64296140797384	-2422.217047001776	5	3	22941	tarkoitusvalta	kaupungel	5	14	9
22942	93.42963837083632	-2165.69689109219	5	12	22942	kaupunginsan	johtavan	5	12	8
22943	13.826426892051709	-2488.9105463757405	5	2	22943	kotterin	erillistä	5	8	9
22944	88.33962882901098	-2370.9500092526496	5	4	22944	mikki	vaikuttamaan	5	5	12
22945	-inf	-inf	5	1	22945	miehenkilöiden	vaihtava	5	14	8
22946	-1.8290115863375	-2503.169371490108	5	2	22946	mattki	asia	5	6	4
22947	64.7251670870163	-2415.910364811666	5	3	22947	kutista	taistelut	5	7	9
22948	116.47808732264578	-1721.4028906184506	5	30	22948	tekittä	antamista	5	7	9
22949	7.197061180246471	-2496.196451802908	5	2	22949	kulkaiset	esinoita	5	9	8
22950	-inf	-inf	5	1	22950	aleudelle	tulevaa	5	9	7
22951	38.16929845006589	-2437.832573385096	5	3	22951	suhotaan	rakennustaksi	5	8	13
22952	-inf	-inf	5	1	22952	vähittävän	kapean	5	10	6
22953	45.13355565893722	-2379.105011512002	5	5	22953	tuotion	tarkoitukseen	5	7	13
22954	-inf	-inf	5	1	22954	ositteli	kestukuulun	5	8	11
22955	-inf	-inf	5	1	22955	mituskelijoiden	kulla	5	15	5
22956	24.145522154079707	-2504.1835357765326	5	2	22956	luetti	alueelluksen	5	6	12
22957	38.22171601032645	-2437.450723888408	5	3	22957	otteluksen	perittäin	5	10	9
22958	2.1430959343716096	-2498.252080059907	5	2	22958	kaajakseen	teken	5	10	5
22959	-inf	-inf	5	1	22959	jankin	veden	5	6	5
22960	-inf	-inf	5	1	22960	osuu	saka	5	4	4
22961	-inf	-inf	5	1	22961	audustuivat	puhaltaan	5	11	9
22962	44.6446571376765	-2432.372987239732	5	3	22962	kehtä	kirjallisen	5	5	11
22963	-inf	-inf	5	1	22963	luuterian	valtata	5	9	7
22964	-inf	-inf	5	1	22964	keskeisiin	sijaitsevan	5	10	11
22965	131.18583449352974	-2025.604471182265	5	16	22965	pankin	havainnot	5	6	9
22966	93.0310018481932	-2340.4881453631715	5	5	22966	maalaisuuden	tuhoutuvat	5	12	10
22967	105.26641448539068	-2128.3723954014126	5	13	22967	laust	lausen	5	5	6
22968	46.49265062117237	-2456.0249584478174	5	2	22968	suurimmillaan	saattoista	5	13	10
22969	120.5229871882632	-2187.7249874885256	5	10	22969	maaniston	palvita	5	9	7
22970	57.04740476657984	-2416.1435615117143	5	3	22970	saanaan	vastainen	5	7	9
22971	101.3141706168909	-1908.876331018305	5	22	22971	lukosi	erilaisia	5	6	9
22972	102.99567113573951	-2127.8294782603766	5	13	22972	mainittain	valtasi	5	10	7
22973	-inf	-inf	5	1	22973	lakkauttu	tuottaa	5	9	7
22974	-inf	-inf	5	1	22974	parka	kaupungin	5	5	9
22975	116.37462255988672	-2216.7100553625164	5	9	22975	vaittavat	kiinnittävä	5	9	11
22976	-inf	-inf	5	1	22976	luvoi	esityksen	5	5	9
22977	-inf	-inf	5	1	22977	kansavaltaleissa	kuvana	5	16	6
22978	-inf	-inf	5	1	22978	keskustansa	kuolemat	5	11	8
22979	49.44867191386784	-2427.923866669681	5	3	22979	muudostavat	pelattu	5	11	7
22980	126.56679324971677	-1957.61219171582	5	19	22980	histaristi	luugustamaan	5	10	12
22981	102.37985767330927	-2236.4933138827946	5	9	22981	osoitti	kansallispallon	5	7	15
22982	62.1023573648533	-2392.7230330179013	5	4	22982	virko	reittiin	5	5	8
22983	119.02723893923606	-1893.8827557028155	5	22	22983	varasivat	joistaminen	5	9	11
22984	93.69796432685126	-2288.8721406851078	5	7	22984	avettu	maavallo	5	6	8
22985	-inf	-inf	5	1	22985	nour	saavettiin	5	4	10
22986	-inf	-inf	5	1	22986	neurosta	kongin	5	8	6
22987	-inf	-inf	5	1	22987	kuvauksesta	kieleksi	5	11	8
22988	-inf	-inf	5	1	22988	valtakunnalle	kasviin	5	13	7
22989	112.47691782962858	-2320.885951073796	5	5	22989	merkittivät	keskustaa	5	11	9
22990	-inf	-inf	5	1	22990	ajantamien	käyttäjiä	5	10	9
22991	-11.569096813306654	-2510.054640695782	5	2	22991	saia	mausoittiin	5	4	11
22992	-inf	-inf	5	1	22992	valtionen	kehittämän	5	9	10
22993	-inf	-inf	5	1	22993	kastautui	elokuva	5	9	7
22994	108.28046410034844	-2244.909849147012	5	8	22994	suosittamaan	sijoittivat	5	12	11
22995	-inf	-inf	5	1	22995	kehittämäkseen	alan	5	14	4
22996	117.9378980769486	-1820.254124205471	5	25	22996	keria	tiettä	5	5	6
22997	-inf	-inf	5	1	22997	maalmand	tehtäväksi	5	8	10
22998	72.91681356823085	-2405.8935750440546	5	3	22998	kapsallet	miehittävä	5	9	10
22999	-inf	-inf	5	1	22999	leviimissä	viidentyin	5	10	10
23000	-inf	-inf	5	1	23000	maaliseurakunnan	menestyksikohta	5	16	15
23001	105.0144117467344	-2255.6279527535544	5	8	23001	satettiin	lampeen	5	9	7
23002	-inf	-inf	5	1	23002	tekeisen	tapausta	5	8	8
23003	-inf	-inf	5	1	23003	turkillinen	väliin	5	11	6
23004	-inf	-inf	5	1	23004	kuninkaalaisen	puhuihin	5	14	8
23005	51.09130710534387	-2404.4582804164816	5	4	23005	viimeistyt	kausi	5	10	5
23006	18.643863194316392	-2478.4415749386008	5	2	23006	rantakauden	saada	5	11	5
23007	124.39852404275572	-1911.3509721784592	5	21	23007	tapastuu	samma	5	8	5
23008	46.77908841411498	-2408.6673073704355	5	4	23008	ilmaatoi	suunnittelussa	5	8	14
23009	83.09955135362637	-2367.915005657688	5	4	23009	selkäiset	läheisen	5	9	8
23010	53.84797711604883	-2417.781669650084	5	3	23010	tekiköhtiä	kannatus	5	10	8
23011	100.7196114583849	-2206.9075913998645	5	10	23011	tuolevaa	aika	5	8	4
23012	-inf	-inf	5	1	23012	valtiokokuuten	lähettä	5	14	7
23013	106.47373819789242	-2173.455887833638	5	11	23013	hyökkäävät	saksalaiset	5	10	11
23014	87.36876062352748	-2323.7536544209534	5	6	23014	tavalliseen	asukkaan	5	11	8
23015	59.988814413258005	-2415.047162609736	5	3	23015	alejan	lauluja	5	6	7
23016	75.38207617531387	-2371.360405297405	5	4	23016	tupamalle	kylä	5	9	4
23017	-inf	-inf	5	1	23017	vastassi	kesi	5	8	4
23018	-inf	-inf	5	1	23018	henkilööjoita	jalkapalloliitta	5	13	16
23019	-inf	-inf	5	1	23019	mostor	keskustamaan	5	6	12
23020	-inf	-inf	5	1	23020	väliaikaisen	katkaisiin	5	12	10
23021	-inf	-inf	5	1	23021	kaupunginvallet	viehittyy	5	15	9
23022	-inf	-inf	5	1	23022	suomettajan	kirjallisuusta	5	11	14
23023	-inf	-inf	5	1	23023	suuntalla	maailmasta	5	9	10
23024	-8.865372693565716	-2504.095099884195	5	2	23024	kankasvan	aineet	5	9	6
23025	39.378435547638325	-2395.102749899578	5	5	23025	yhtänyt	kokoisia	5	7	8
23026	132.7719052790676	-1904.926257741789	5	21	23026	osaikaan	maailmannelta	5	8	13
23027	23.239195597812017	-2476.743801606854	5	2	23027	kennettin	vierasi	5	9	7
23028	-inf	-inf	5	1	23028	konesta	venäjällä	5	7	9
23029	49.6350350660652	-2425.6690154913927	5	3	23029	käsii	kannaksen	5	5	9
23030	-inf	-inf	5	1	23030	laskennetta	kuulla	5	11	6
23031	-inf	-inf	5	1	23031	suoriosta	katsovat	5	9	8
23032	50.159177648001936	-2424.9896443556654	5	3	23032	lahjalla	keskinoittaa	5	8	12
23033	134.0922807552181	-1701.9071741245834	5	29	23033	levyyd	televisiosairan	5	6	15
23034	85.4637982308986	-2348.4237616236032	5	5	23034	hallittivat	puun	5	11	4
23035	-inf	-inf	5	1	23035	merkkinyt	saaren	5	9	6
23036	11.77741871036617	-2485.9318457531417	5	2	23036	samallinen	samani	5	10	6
23037	70.70071942571786	-2361.783195763858	5	5	23037	vaikeuksi	kansalla	5	9	8
23038	-inf	-inf	5	1	23038	rannikko	kautena	5	8	7
23039	-3.86908647318927	-2506.1181699654576	5	2	23039	neljänteen	kuningaskunta	5	10	13
23040	69.69482179390664	-2407.935770954228	5	3	23040	vaateiden	tehdistö	5	9	8
23041	97.42713156270868	-2325.3612153330982	5	5	23041	kansavaltan	teoksen	5	11	7
23042	-inf	-inf	5	1	23042	palkanut	katoliin	5	8	8
23043	-inf	-inf	5	1	23043	laatun	vaativat	5	6	8
23044	-43.48978950954911	-2543.537268381688	5	2	23044	näytteltiin	tehtävään	5	11	9
23045	-inf	-inf	5	1	23045	sukuupuolelle	kokee	5	13	5
23046	91.0507468268778	-2262.116957538614	5	8	23046	luudessä	kuviotti	5	8	8
23047	-44.476042595048185	-2548.048503368559	5	2	23047	päätoivat	sijaitsevan	5	9	11
23048	-inf	-inf	5	1	23048	armekian	vastaava	5	8	8
23049	-0.4040109374868939	-2501.492654261768	5	2	23049	henkettynä	saavuttaa	5	10	9
23050	-inf	-inf	5	1	23050	kielleneen	pelaajana	5	10	9
23051	90.60250775600346	-2310.0068807669904	5	6	23051	tehtyväksi	ensimmäisen	5	10	11
23052	-22.536913386111586	-2520.0456773746128	5	2	23052	tammikko	kiinnitetään	5	8	12
23053	100.2104437498241	-2358.621138666895	5	4	23053	kielenäisyys	leytti	5	12	6
23054	9.949541693576412	-2490.7958757382235	5	2	23054	kasvemaan	lukumalta	5	9	9
23055	-122.79799020421088	-2619.799875569059	5	2	23055	puolustusvallassa	kauppia	5	17	7
23056	-inf	-inf	5	1	23056	muslimiassa	leokin	5	11	6
23057	75.82756902721923	-2378.5372892852583	5	4	23057	tehtävinen	kirjallan	5	10	9
23058	40.154561606174425	-2437.716420273147	5	3	23058	kenttymään	koollessa	5	10	9
23059	-48.51931068927419	-2552.1260215779625	5	2	23059	erii	peristeellinen	5	4	14
23060	12.942654828548768	-2483.67816554546	5	2	23060	jalkapalloli	tekemäisiä	5	12	10
23061	-inf	-inf	5	1	23061	titehtiin	käyttävät	5	9	9
23062	-inf	-inf	5	1	23062	suoraan	suottelee	5	7	9
23063	55.91058018231978	-2419.3850849540154	5	3	23063	lakentee	lisattiin	5	8	9
23064	25.454095492797407	-2472.79708308934	5	2	23064	kenraalilaiset	taiteilijana	5	14	12
23065	67.48234891809024	-2407.4409567234925	5	3	23065	kouluna	silmiä	5	7	6
23066	107.85465156714665	-2146.114020547357	5	12	23066	erilaisena	kansalla	5	10	8
23067	138.62630478333415	-1720.7140961770688	5	28	23067	pidttyissä	kultturiin	5	10	10
23068	-inf	-inf	5	1	23068	määrityksen	sijalla	5	11	7
23069	-inf	-inf	5	1	23069	mukaista	vastataa	5	8	8
23070	7.7153714865271485	-2493.979688376219	5	2	23070	lasettunut	vapaa	5	10	5
23071	108.05801486041646	-2267.811123162698	5	7	23071	haluan	kolmen	5	6	6
23072	108.63313585179137	-2243.792218613194	5	8	23072	omesti	aikoihin	5	6	8
23073	104.71753391895382	-2198.518335519273	5	10	23073	kalkoisia	valtaa	5	9	6
23074	-inf	-inf	5	1	23074	pelijärven	pieteen	5	10	7
23075	-14.486865036866616	-2511.6921462708347	5	2	23075	roomaista	espanja	5	9	7
23076	110.94148974339438	-2127.509224746928	5	13	23076	kelä	laajenti	5	4	8
23077	-inf	-inf	5	1	23077	menentti	pelattaa	5	8	8
23078	62.5274049192241	-2392.8399336946527	5	4	23078	enistä	perikseen	5	6	9
23079	46.77684851207015	-2430.383826832352	5	3	23079	teoriin	parha	5	7	5
23080	93.34774711180148	-2334.7948762948	5	5	23080	väitettiin	metsä	5	10	5
23081	-inf	-inf	5	1	23081	vaasinaan	tunnetuksia	5	9	11
23082	75.97812126392333	-2400.962810266727	5	3	23082	katseen	oikeuteen	5	7	9
23083	70.46038399009615	-2311.7281983921443	5	15	23083	kierroittain	armeijan	5	12	8
23084	16.0361851937069	-2460.331391281253	5	3	23084	kaupunginvensi	vastakunnalle	5	14	13
23085	92.82224517899232	-2146.6955846422584	5	13	23085	sekultain	tekemistä	5	9	9
23086	91.64612599866312	-2338.1019061930087	5	5	23086	kertovat	maaliskuun	5	8	10
23087	125.0741269297931	-1987.0106864528525	5	18	23087	arvosteltu	samoi	5	10	5
23088	61.71728133026544	-2415.901561246854	5	3	23088	elänkiläistä	puhtaat	5	12	7
23089	-inf	-inf	5	1	23089	puuttumasta	selvittänyt	5	11	11
23090	-inf	-inf	5	1	23090	helessä	kaikkia	5	7	7
23091	65.17356025434582	-2411.800630645548	5	3	23091	kallord	vaikuttavat	5	7	11
23092	31.490185724602675	-2444.385261558956	5	3	23092	malliskuntaan	hallintoja	5	13	10
23093	-inf	-inf	5	1	23093	maaliikku	laajentunut	5	9	11
23094	-14.611315810614563	-2509.0231778688744	5	2	23094	kasvuttanut	tahalle	5	11	7
23095	93.77755514594816	-2335.185441214232	5	5	23095	tammeneen	koiraan	5	9	7
23096	-inf	-inf	5	1	23096	enilaista	pariikki	5	9	8
23097	88.61805910972942	-2295.3955907521045	5	7	23097	lisä	etäistä	5	4	7
23098	-23.54400388958919	-2527.635109323431	5	2	23098	tehopisti	vahvaksista	5	9	11
23099	105.00323975373436	-2005.9527902325776	5	18	23099	palkinnuttu	lopullinen	5	11	10
23100	113.8645123809035	-2100.4662780822814	5	14	23100	maalainen	elämästä	5	9	8
23101	-inf	-inf	5	1	23101	kirjastoliigen	hallitsee	5	14	9
23102	-inf	-inf	5	1	23102	sijaitsuin	sisältävä	5	10	9
23103	-inf	-inf	5	1	23103	taiteelleen	televisia	5	11	9
23104	-inf	-inf	5	1	23104	saattutui	rannalla	5	9	8
23105	90.31895927159536	-2337.374593124867	5	5	23105	valko	valtauksen	5	5	10
23106	-inf	-inf	5	1	23106	ohjaajaa	entiset	5	8	7
23107	-inf	-inf	5	1	23107	johnsin	muihin	5	7	6
23108	-inf	-inf	5	1	23108	keskyviä	laivat	5	8	6
23109	89.33055709089109	-2265.2233857503875	5	8	23109	suunnittelijaa	suomalaiset	5	14	11
23110	-inf	-inf	5	1	23110	taivella	kaupunginosassa	5	8	15
23111	-30.077996278393154	-2528.6243970776222	5	2	23111	sekuntissa	katsovat	5	10	8
23112	58.84280457958066	-2412.280335630861	5	3	23112	toimintansa	lähteistä	5	11	9
23113	-inf	-inf	5	1	23113	kulkattaa	katsovat	5	9	8
23114	3.3245873367658074	-2473.9469239112723	5	3	23114	mikon	vanhoa	5	5	6
23115	61.25567439190483	-2419.718502347879	5	3	23115	sijallistus	tehtävässään	5	11	12
23116	47.320808998831104	-2431.067620006846	5	3	23116	tuotantoon	kuutaan	5	10	7
23117	111.29624179698212	-1259.3136976812414	5	48	23117	mahdollisit	käsivät	5	11	7
23118	-inf	-inf	5	1	23118	pysyvyys	tutkimuksia	5	8	11
23119	117.88023298204492	-2218.328406755962	5	9	23119	kommunistittu	laivan	5	13	6
23120	-inf	-inf	5	1	23120	kulkaisella	suunnitelmiin	5	11	13
23121	83.06117583284345	-2301.4934165690493	5	7	23121	toukkaantimisen	tehtäviä	5	15	8
23122	18.98636045213424	-2476.0468720385293	5	2	23122	varinaisesta	katsottu	5	12	8
23123	-28.620535495031717	-2531.298423636316	5	2	23123	ominaasta	kalevan	5	9	7
23124	87.15162220785413	-2312.0547756923243	5	6	23124	kisar	valtassa	5	5	8
23125	-43.94495466573901	-2542.2296237393666	5	2	23125	luogan	valtaista	5	6	9
23126	102.31042621336417	-2254.2218890974423	5	8	23126	paikallisuudessa	virka	5	16	5
23127	11.61195764162408	-2487.4555380800075	5	2	23127	kiinnettivät	teattain	5	12	8
23128	-inf	-inf	5	1	23128	tarjoituksi	kunta	5	11	5
23129	-inf	-inf	5	1	23129	ratasi	vastaavat	5	6	9
23130	85.71033604884104	-2338.3059080948524	5	5	23130	eteläpuulla	sanomassa	5	11	9
23131	-inf	-inf	5	1	23131	asettavat	onnistunut	5	9	10
23132	-inf	-inf	5	1	23132	maslaismaan	kokaus	5	11	6
23133	88.34085609720753	-2315.702936324644	5	6	23133	kokoisamaan	kansallistuksen	5	11	15
23134	-inf	-inf	5	1	23134	luovuttaa	koulun	5	9	6
23135	-inf	-inf	5	1	23135	angessa	seuraajana	5	7	10
23136	-inf	-inf	5	1	23136	vaihtoehtoja	ministarin	5	12	10
23137	26.82227389072053	-2473.614221325788	5	2	23137	oukon	tehtäväksi	5	5	10
23138	-inf	-inf	5	1	23138	lukesen	opiskelin	5	7	9
23139	-inf	-inf	5	1	23139	eroon	kielestä	5	5	8
23140	-inf	-inf	5	1	23140	alkuvat	kaikkea	5	7	7
